Id,Category
1874,INFJ
1875,INFJ
1876,INFJ
1877,INFJ
1878,INFJ
1879,INFJ
1880,INFJ
1881,INFJ
1882,INFJ
1883,INFJ
1884,INFJ
1885,INFJ
1886,INFJ
1887,INFJ
1888,INFJ
1889,INFJ
1890,INFJ
1891,INFJ
1892,INFJ
1893,INFJ
1894,INFJ
1895,INFJ
1896,INFJ
1897,INFJ
1898,INFJ
1899,INFJ
1900,INFJ
1901,INFJ
1902,INFJ
1903,INFJ
1904,INFJ
1905,INFJ
1906,INFJ
1907,INFJ
1908,INFJ
1909,INFJ
1910,INFJ
1911,INFJ
1912,INFJ
1913,INFJ
1914,INFJ
1915,INFJ
1916,INFJ
1917,INFJ
1918,INFJ
1919,INFJ
1920,INFJ
1921,INFJ
1922,INFJ
1923,INFJ
1924,INFJ
1925,INFJ
1926,INFJ
1927,INFJ
1928,INFJ
1929,INFJ
1930,INFJ
1931,INFJ
1932,INFJ
1933,INFJ
1934,INFJ
1935,INFJ
1936,INFJ
1937,INFJ
1938,INFJ
1939,INFJ
1940,INFJ
1941,INFJ
1942,INFJ
1943,INFJ
1944,INFJ
1945,INFJ
1946,INFJ
1947,INFJ
1948,INFJ
1949,INFJ
1950,INFJ
1951,INFJ
1952,INFJ
1953,INFJ
1954,INFJ
1955,INFJ
1956,INFJ
1957,INFJ
1958,INFJ
1959,INFJ
1960,INFJ
1961,INFJ
1962,INFJ
1963,INFJ
1964,INFJ
1965,INFJ
1966,INFJ
1967,INFJ
1968,INFJ
1969,INFJ
1970,INFJ
1971,INFJ
1972,INFJ
1973,INFJ
1974,INFJ
1975,INFJ
1976,INFJ
1977,INFJ
1978,INFJ
1979,INFJ
1980,INFJ
1981,INFJ
1982,INFJ
1983,INFJ
1984,INFJ
1985,INFJ
1986,INFJ
1987,INFJ
1988,INFJ
1989,INFJ
1990,INFJ
1991,INFJ
1992,INFJ
1993,INFJ
1994,INFJ
1995,INFJ
1996,INFJ
1997,INFJ
1998,INFJ
1999,INFJ
2000,INFJ
2001,INFJ
2002,INFJ
2003,INFJ
2004,INFJ
2005,INFJ
2006,INFJ
2007,INFJ
2008,INFJ
2009,INFJ
2010,INFJ
2011,INFJ
2012,INFJ
2013,INFJ
2014,INFJ
2015,INFJ
2016,INFJ
2017,INFJ
2018,INFJ
2019,INFJ
2020,INFJ
2021,INFJ
2022,INFJ
2023,INFJ
2024,INFJ
2025,INFJ
2026,INFJ
2027,INFJ
2028,INFJ
2029,INFJ
2030,INFJ
2031,INFJ
2032,INFJ
2033,INFJ
2034,INFJ
2035,INFJ
2036,INFJ
2037,INFJ
2038,INFJ
2039,INFJ
2040,INFJ
2041,INFJ
2042,INFJ
2043,INFJ
2044,INFJ
2045,INFJ
2046,INFJ
2047,INFJ
2048,INFJ
2049,INFJ
2050,INFJ
2051,INFJ
2052,INFJ
2053,INFJ
2054,INFJ
2055,INFJ
2056,INFJ
2057,INFJ
2058,INFJ
2059,INFJ
2060,INFJ
2061,INFJ
2062,INFJ
2063,INFJ
2064,INFJ
2065,INFJ
2066,INFJ
2067,INFJ
2068,INFJ
2069,INFJ
2070,INFJ
2071,INFJ
2072,INFJ
2073,INFJ
2074,INFJ
2075,INFJ
2076,INFJ
2077,INFJ
2078,INFJ
2079,INFJ
2080,INFJ
2081,INFJ
2082,INFJ
2083,INFJ
2084,INFJ
2085,INFJ
2086,INFJ
2087,INFJ
2088,INFJ
2089,INFJ
2090,INFJ
2091,INFJ
2092,INFJ
2093,INFJ
2094,INFJ
2095,INFJ
2096,INFJ
2097,INFJ
2098,INFJ
2099,INFJ
2100,INFJ
2101,INFJ
2102,INFJ
2103,INFJ
2104,INFJ
2105,INFJ
2106,INFJ
2107,INFJ
2108,INFJ
2109,INFJ
2110,INFJ
2111,INFJ
2112,INFJ
2113,INFJ
2114,INFJ
2115,INFJ
2116,INFJ
2117,INFJ
2118,INFJ
2119,INFJ
2120,INFJ
2121,INFJ
2122,INFJ
2123,INFJ
2124,INFJ
2125,INFJ
2126,INFJ
2127,INFJ
2128,INFJ
2129,INFJ
2130,INFJ
2131,INFJ
2132,INFJ
2133,INFJ
2134,INFJ
2135,INFJ
2136,INFJ
2137,INFJ
2138,INFJ
2139,INFJ
2140,INFJ
2141,INFJ
2142,INFJ
2143,INFJ
2144,INFJ
2145,INFJ
2146,INFJ
2147,INFJ
2148,INFJ
2149,INFJ
2150,INFJ
2151,INFJ
2152,INFJ
2153,INFJ
2154,INFJ
2155,INFJ
2156,INFJ
2157,INFJ
2158,INFJ
2159,INFJ
2160,INFJ
2161,INFJ
2162,INFJ
2163,INFJ
2164,INFJ
2165,INFJ
2166,INFJ
2167,INFJ
2168,INFJ
2169,INFJ
